,label,sentence
190,0,To validate the [EXPE] results  the expression of four genes  [GENE]  TOMM70A  DDX18  and Skp2  was analyzed (  Table S2  ) 
191,1,Fluorescence [EXPE] was used to quantitate the ladder of [GENE] forms relative to the unmodified ~100 KDa 
192,0,As shown in  Figure 7 A  SIRT2 [EXPE] prevented the nuclear translocation of [GENE] 
193,0,To this end  we first examined the localization of [GENE] and Vasa in control vs  klp10A [EXPE]  GSCs/SGs 
194,0,b  Western blot results showed that [EXPE] of SKA3 increased phosphorylation level of [GENE] in LM3 and Huh7 cells   
195,0,"to investigate whether [GENE] can recognize ptms on histone tails , we incubated [EXPE] pwwp2a or its truncations with micrococcal nuclease ( mnase )-digested mononucleosomes derived from hela kyoto ( hk ) cells and investigated ptm enrichment in immunoblots ( fig.  2c  )"
196,1,Furthermore  [EXPE] of C-Nap1  LRRC45  Cep215 or [GENE] did not alter the level of rootletin (  Fig 4 C ) 
197,1,Coomassie Blue [EXPE] shows equal amounts of WT and S365A [GENE] 
198,0,Accordingly  [EXPE] of MDM2 also aggravated Notch1 activation and up‐regulated [GENE] expression ( Fig  7 C  D ) 
199,0,HeLa cells were transfected two times in a 24-h interval with a control [EXPE] and two different siRNAs against [GENE] RNA 
200,0,[EXPE] staining of stat3 showed that nuclear [GENE] was depleted upon treatment with ym155 u-266 and ina-6 cells (  suppl
201,0,"quantitative rt-pcr in transiently tp53 or tp63 [EXPE] hfks confirms that down-regulation of [GENE] , msh2 and xrcc4 occur in a tp53-dependent manner in both transiently and stably tp53 depleted cells ( figure  5g  and figure s13c–e )"
202,1,Total lysates were also [EXPE] for Cdk1 p-subs  BubR1  [GENE]  Cyc B1  Cdk1 and Mad2 ( Figure  5B  ) 
203,0,"in order to reduce the incidence of cell line-dependent variables , we compared both parental  oa1 +/+  and  oa1 +/−  versus  [GENE] −/−  lines , and transduced  oa1 −/− loa1sn versus  oa1 [EXPE] loa1δ18sn lines"
204,0,We also tested whether full-length [GENE] complex without MIND could be further [EXPE] by excess free Spc24/Spc25 dimer 
205,0,Furthermore  we targeted known K-fiber proteins during [EXPE] and observed the localization of [GENE] compared to these 
206,1,[EXPE] microscopy analyses confirmed that [GENE] and CK2 are expressed in somitic cells from E95 mice (  Figure 1  ) 
207,1,We observed that only Nup62 but not [GENE] or vector alone could partially [EXPE] the defects (  Fig 6G ;  Fig S2  ) 
208,1,Because Mps1 binds MCRS1  we wanted to examine whether [GENE] phosphorylated MCRS1 in an in vitro kinase [EXPE] 
209,0,Likewise  variation in spindle length was not [EXPE] upon deletion of  [GENE]  (  Fig 4 C  ) 
210,0,Collectively  these results suggest that [GENE] plays a key role in chromosome [EXPE] 
211,0,After [GENE] inhibition  time lapse [EXPE] of actin ( Lifeact-mCherry ) confirmed the loss of blebbing (  Figure 3E  ) 
212,1,"We also found that [EXPE] of [GENE] WT ( under CMV promoter ) induced a uniform ring-like structure of Plk4pS305 around the mother centriole , suggesting that Plk4 over-condensation induced by its overexpression promoted autonomous activation on the mother centriole wall ( Supplementary Fig.  10e  )."
213,0,[GENE] expression levels were unaltered in Rab6 [EXPE] cells (  Supplementary Figure S3B  ) 
214,0,Most importantly  the aberrant mitosis induced by DAB2IP [EXPE] was reversed by expressing siRNA-resistant [GENE] protein 
215,0,"we also monitored the chromosome alignment and anaphase onset with time-lapse [EXPE] and found that [GENE] knockdown caused a significant delay in chromatid segregation (  fig. 2 , g and h ; and  videos 1  and  2  )"
216,0,We next investigated whether [GENE] mediates mitotic cell death induced upon Sgo1 [EXPE] 
217,0,"in this culture condition , the [EXPE] cd34 +  cells temporarily proliferated in response to [GENE] around day 2 ( data not shown ) , and then underwent polyploidization until day 6"
218,1,Centriole disengagement was [EXPE] by immunostaining for γ-tubulin and [GENE] 
219,0,[EXPE] with 1H6 or PL2-6 should [GENE] histones and histone complexes 
220,0,"furthermore , the reduced migration-shift band of phosphorylated haspin in [GENE] phase after aurora-a [EXPE] reveals that aurora-a phosphorylates haspin  in_vivo  (  figure 5d  )"
221,1,Finally  we performed [EXPE] analysis to precisely test the co-localization of [GENE] and PCNT around centrioles 
222,0,"to further investigate cell cycle differences , we examined histone h2b-mcherry-expressing uwb1.289 cells infected with [GENE] 4p  or wild-type virus as they progressed through mitosis using live-cell confocal [EXPE]"
223,1,Note that the levels of [GENE] in senescent fibroblasts are efficiently reduced by the [EXPE] transfection 
224,0,Under these conditions  [GENE] was no longer detected in γ-tubulin [EXPE] ( data not shown ) 
225,0,"The knock down of [GENE] significantly [EXPE] mitotic BubR1 phosphorylation in PC3 cells ( Figure  5D  ) , whereas its expression in C4-2 cells facilitated BubR1 phosphorylation during mitosis ( Figure  5E  )."
226,0,In order to test this idea  we [EXPE] HeLa cells with pHR-VPR and monitored [GENE] levels by WB 
227,1,"Besides the use of [GENE] [EXPE] , siRNA depletion of CHK1 was also performed to examine the effect of CHK1 loss on H3.3S31ph."
228,1,They were fixed and immunostained for [GENE] and Cdx2 proteins  followed by confocal [EXPE] analysis ( Fig  4 B ) 
229,0,As shown in Figure  2 B  [EXPE] of Sam68 increased  whereas knockdown of  [GENE]  reduced  the proportion of SP cells 
230,0,Moreover  immunoprecipitation [EXPE] were employed to assess the association of [GENE] with Aurora-A or the mutants  in vivo  
231,0,"many interphase cells showed similar staining for ps187 , but others displayed speckled [EXPE] similar to that of mouse 10t1/2 cells stained by antiserum to phosphorylated  tetrahymena thermophila  [GENE]"
232,1,HeLa cells [EXPE] with either siRNA against [GENE] or control siRNA were subjected to microtubule destabilizer nocodazole 
233,0,We verified the depletion of Cep63 by [EXPE]  as we were unable to detect [GENE] by Western blotting of whole cell lysates 
234,0,"however , [EXPE] imaging revealed that meiosis i spindles frequently disassemble in cdc14-1  cells , only to reassemble at the presumptive time of meiosis ii (  bizzari & marston , 2011  ) , suggesting that [GENE] may be refractory for spindle disassembly and meiosis i exit"
235,0,Thus  the metaphase arrest due to LIC2 [EXPE] was mediated through an active [GENE]  like for its homolog LIC1 [ 22 ] 
236,1,Thus  the marked defects observed with GFP-ΔC may partly be due to the concurrent [EXPE] of release of full length [GENE] 
237,0,Strikingly  the MEK inhibitors ( U0126 and PD0325901 ) and the [GENE] inhibitor ( SHP099 ) also [EXPE] IR endocytosis 
238,1,Next  [EXPE] certified the upregulation of [GENE] and ATG4A  but not of ATG8A and ATG16L2 ( Fig  3d  ) 
239,0,As a positive control  we also used this RT-qPCR [EXPE] to measure pol I transcription in  [GENE]  ts mutant cells 
240,1,Mitotic slippage was delayed after the [EXPE] of CDC20  but not [GENE] in HeLa cells ( Figs  2b  and S 2A  ) 
241,0,"quantitative [EXPE] in transiently tp53 or tp63 depleted hfks confirms that down-regulation of rad51b , msh2 and xrcc4 occur in a tp53-dependent manner in both transiently and stably [GENE] depleted cells ( figure  5g  and figure s13c–e )"
242,0,"we found that  cdc20b  knockdown did not interfere with acquisition of the [GENE] fate ( supplementary figure  6a–e  ) , but severely impaired multiciliogenesis , as revealed by [EXPE] and electron_microscopy ( fig.  5a–i  )"
243,1,To test this hypothesis  three [EXPE] assays were performed separately with [GENE]  BubR1 and PCAF antibodies in oocytes 
244,0,"in order to reduce the incidence of cell line-dependent variables , we compared both parental  oa1 +/+  and  oa1 +/−  versus  oa1 −/−  lines , and transduced  [GENE] −/− loa1sn versus  oa1 [EXPE] loa1δ18sn lines"
245,0,"quantitative rt-pcr in transiently tp53 or [GENE] depleted hfks confirms that down-regulation of rad51b , msh2 and xrcc4 occur in a tp53-dependent manner in both transiently and stably tp53 [EXPE] cells ( figure  5g  and figure s13c–e )"
246,0,"we [EXPE]  drosophila  eb1 without [GENE] tags , mixed it with tubulin , and assessed its molecular activity in four independent experiments ( the autonomous plus end–tracking ability of  drosophila  eb1 was confirmed by using purified eb1-gfp;  fig. 2 , a and b  , bottom )"
247,0,Likewise  the kinetochore localization of RSF1 and PLK1 in [GENE] KO cells was rescued by [EXPE] of RSF1-V5 (  Fig 2d  ) 
248,1,We first knocked-down [GENE] and Arp3 protein levels using an [EXPE] approach 
249,0,"similarly , although most wild type cgnps each contained two centrioles , as determined by γ ˜tubulin- and cep120-positive [EXPE] , most cep120 mutant cells lacked both γ ˜tubulin and [GENE] staining"
250,0,Our results suggested that RASSF1A is both an [EXPE] and a substrate of APC/C [GENE]  
251,0,Accordingly  TACC3 [EXPE] led to decreased c-Myc and [GENE] expression ( Figures  4C  and  5  ) 
252,0,In these experiments  we used [EXPE] to deplete BLM in [GENE] null and control cells (  Fig 4A  ) 
253,0,Although the kinase mutant restored [GENE] levels to ∼75%  Mad2 levels were only [EXPE] to ∼25% 
254,0,Despite the Cdk1 [EXPE]  Aurkb was still associated with [GENE] ( Figure  2G  ) 
255,1,"In contrast , [EXPE] of [GENE] activity in mitotic cells led to the emergence of a high level of γH2AX on the chromosome arms and at some of the telomeres in a number of ALT cell lines including SUSM1 , W138-VA13/2RA and GM847 ( Figure  5C – H  )."
256,1,"confocal [EXPE] analysis in mcf7 cells confirmed that [GENE] co-localizes in the nuclear speckles with srsf1 and srsf2 (  figure 1 c ) , two serine/arginine-rich ( sr ) proteins commonly used as markers of these structures (  24  )"
257,0,"however , the inability of protame to inhibit yfp‐mcl‐1 loss even when combined with cdc20 [EXPE] ( fig  ev4 a ) favours the conclusion that apc/c‐dependent mcl‐1 degradation during mitotic arrest does not require the stimulation of the apc/c by [GENE]"
258,0,"although [EXPE] of aurora b and plk-1 did not affect the actin cluster dynamics at all ( unpublished data ) , cdk1 inhibition by ro3306 (  vassilev et al. , 2006  ) resulted in the disappearance of the actin cluster , which suggests the requirement of [GENE] activity for the actin cluster dynamics"
259,0,First  we tested that Kif18b-GFP could [EXPE] astral microtubule length in [GENE] KO cell lines ( Fig S3  C and D ) 
260,1,The immunoblotting analysis also confirmed the efficient depletion of [GENE] and AURKB by the [EXPE] 
261,0,To test this hypothesis  we employed TIP60 inhibitor NU9056 to [EXPE] the aberrant mitosis elicited by [GENE] knockdown 
262,1,As a first strategy  we induced depletion of [GENE] by RNA interference with p53-specific [EXPE] in HFs cells 
263,1,Pull-down [EXPE] also showed the direct interaction between [GENE] and AKAP9 ( Supplementary Fig  6e  ) 
264,0,In contrast  siRNA knockdown of [GENE] in BBS3 or BBS5 [EXPE] cells restores the ciliary localization of BBS9 (  Figs 5C–D  ) 
265,1,The qCTF [EXPE] confirmed radicicol’s dramatic ability to induce [GENE] (  Figure 2B  ) 
266,0,In addition  we examined whether β‐catenin [EXPE] downregulated cyclin D1 expression in [GENE] cells 
267,0,[EXPE] of Kin4 also titrates [GENE] out of the SPBs and arrests cells in anaphase (  D’Aquino et al  2005  ) 
268,1,"we purified  drosophila  eb1 without his tags , mixed it with tubulin , and assessed its molecular activity in four independent experiments ( the autonomous plus end–tracking ability of  drosophila  [GENE] was confirmed by using [EXPE] eb1-gfp;  fig. 2 , a and b  , bottom )"
269,0,We found that upon hPOC5 [EXPE] treatment  centrioles lacking [GENE] but containing other centriolar markers were assembled 
270,0,"as shown in figure  2g  , co-ip revealed that [GENE] overexpression enhances chip and ar interactions , thus further substantiating the gst-pulldown assay results , with gst-chip able to [EXPE] more ar protein when incubated with hek293 cell lysates cotransfected with pc-1 ( figure  2h  )"
271,0,CoIP experiments showed that [EXPE] of COPS2 attenuates the binding between OCT4 and [GENE] (  Figures 4 A and  S1 A ) 
272,0,Finally  depletion of [GENE] affected cortical myosin targeting  while [EXPE] of DJ-1 did not 
273,0,"quantitative rt-pcr in transiently tp53 or tp63 depleted hfks confirms that down-regulation of rad51b , msh2 and [GENE] occur in a tp53-dependent manner in both transiently and stably tp53 [EXPE] cells ( figure  5g  and figure s13c–e )"
274,0,"in this experiment , [GENE] 293t cells were [EXPE] with flag-ha-cyclin f , and either p27wt , p27k , p27ck or empty vector"
275,1,Next we addressed [GENE] function during mitosis by live cell [EXPE] 
276,1,immunofluorescence staining of stat3 showed that nuclear [GENE] was [EXPE] upon treatment with ym155 u-266 and ina-6 cells (  suppl
277,0,These data indicated that [GENE] is significantly associated with CRC [EXPE] prognosis 
278,0,"cells that contain dna [GENE] show multiple punctate foci of γ-h2ax [EXPE] (  rogakou  et al.  , 1999  ) , whereas cells that are apoptotic will have a pannuclear staining pattern (  marti  et al.  , 2006  )"
279,1,"we also confirmed that the tumors formed by gli3-shr1-caski cells had sustained gli3 knockdown as reflected by significantly reduced [GENE] mrna measured with [EXPE] (  fig. 7g  ) , confirming that the similar tumorigenic property between the control and gli3-shr cells was not due to the loss of gli3 knockdown"
